number,rank,title,recruitment,recruitment_bin,postedresults,resultsarrived_bin,conditions,intervention.merge,phase2,enrollment,gender,fund_source_grp,interventionmodel,randomized,purpose,yearreceived,yearstart,primarylength,intervention.model,phase,masking,testing,masking2,enrollment.log,enrollment.log.cut
3014,4048,"lower-dose chemoradiation in treating patients with early-stage anal cancer, the decrease study",Recruiting,2,0,0,Anal Basaloid Carcinoma|Anal Canal Cloacogenic Carcinoma|Anal Canal Squamous Cell Carcinoma|Anal Margin Squamous Cell Carcinoma|Stage I Anal Cancer AJCC v8|Stage IIA Anal Cancer AJCC v8,drug or biologic,Early,252,All,NIH&Combos,1,0,0,2019,2019,2058,1,Phase 2,0,NA,0,5.529429087511423,"(5,6]"
4133,8971,a study to assess the efficacy and safety of enzalutamide in subjects with advanced hepatocellular carcinoma,Completed,4,1,1,Advanced Hepatocellular Carcinoma,drug or biologic,Early,165,All,Industry&Combos,1,0,0,2015,2015,693,1,Phase 2,2,safety/efficacy,2,5.10594547390058,"(5,6]"
3791,6657,a study of pf-05212384 plus irinotecan vs cetuximab plus irinotecan in patients with kras and nras wild type metastatic colorectal cancer,Terminated,5,1,1,Metastatic Colorectal Cancer,drug or biologic,Early,19,All,Industry&Combos,1,0,0,2013,2013,873,1,Phase 2,0,NA,0,2.9444389791664403,"(2,3]"
3826,6828,"study to evaluate the safety, tolerability, and efficacy of vesatolimod in combination with tenofovir disoproxil fumarate (tdf) in adults with chronic hepatitis b (chb) infection who are currently not being treated",Completed,4,1,1,Chronic Hepatitis B,drug or biologic,Early,192,All,Industry&Combos,1,0,0,2015,2015,433,1,Phase 2,2,safety/efficacy,2,5.2574953720277815,"(5,6]"
276,281,confocal endoscopic microscopy for detection of early stage gastric cancer in subjects with hereditary diffuse gastric cancer syndrome,Terminated,5,1,1,Gastric Cancer|Gastric Neoplasms,device,Others,37,All,NIH&Combos,0,NA,2,2018,2019,434,0,Others,1,NA,1,3.6109179126442243,"(3,4]"
3978,7533,the use of hepatitis c positive kidneys in hepatitis c negative kidney transplant recipients,Enrolling by invitation,3,0,0,Kidney Transplantation|Hepatitis C,drug or biologic,Early,60,All,AllOther,1,1,0,2019,2019,1799,1,Phase 2,0,NA,0,4.0943445622221,"(4,5]"
2799,3756,a study of efficacy and safety of combination therapy with guselkumab and golimumab in participants with moderately to severely active ulcerative colitis,"Active, not recruiting",1,0,0,"Colitis, Ulcerative",drug or biologic,Early,214,All,Industry&Combos,1,0,0,2018,2018,742,1,Phase 2,2,safety/efficacy,2,5.365976015021851,"(5,6]"
3982,7540,a study of the use of hepatitis c positive donors for hepatitis c negative lung transplant recipients with post-transplant treatment with mavyret,Completed,4,0,0,Hepatitis C,drug or biologic,Early,20,All,AllOther,0,NA,0,2018,2018,843,0,Phase 2,1,NA,1,2.995732273553991,"(2,3]"
2068,2461,study of pembrolizumab in locally advanced esophageal adenocarcinoma,Recruiting,2,0,0,Esophageal Adenocarcinoma,drug or biologic,Early,46,All,Industry&Combos,1,0,0,2016,2017,1577,1,Phase 2,0,NA,0,3.828641396489095,"(3,4]"
1945,2279,a study evaluating safety and efficacy of niraparib in patients with previously treated metastatic esophageal/gastroesophageal junction/proximal gastric adenocarcinoma,Recruiting,2,0,0,Esophageal Cancer|Gastric Cancer|Adenocarcinoma,drug or biologic,Early,43,All,Industry&Combos,0,NA,0,2019,2019,662,0,Phase 2,1,safety/efficacy,1,3.7612001156935624,"(3,4]"
3086,4170,a phase 2 study of elobixibat in adults with nafld or nash,Completed,4,0,0,"NAFLD|NASH",drug or biologic,Early,47,All,Industry&Combos,1,0,0,2019,2019,386,1,Phase 2,3,NA,2,3.8501476017100584,"(3,4]"
3927,7317,safety and efficacy of vicriviroc (mk-7690) in combination with pembrolizumab (mk-3475) in participants with advanced/metastatic microsatellite stable (mss) colorectal cancer (crc) (mk-7690-046),Completed,4,0,0,Colorectal Neoplasms,drug or biologic,Early,42,All,Industry&Combos,1,0,0,2018,2018,988,1,Phase 2,0,safety/efficacy,0,3.7376696182833684,"(3,4]"
1911,2225,challenge study of an etec vaccine,Completed,4,0,0,"Enteritis; Escherichia Coli, Enterotoxigenic",drug or biologic,Early,56,All,AllOther,1,1,1,2013,2013,870,1,Phase 2,0,NA,0,4.02535169073515,"(4,5]"
2210,2699,add-on peginterferon following nucleos(t)ide analogue treatment,Completed,4,1,1,Chronic Hepatitis B,drug or biologic,Early,14,All,NIH&Combos,1,1,0,2015,2015,1192,1,Phase 2,0,NA,0,2.6390573296152584,"(2,3]"
2764,3713,an active and placebo-controlled study of brazikumab in participants with moderately to severely active ulcerative colitis,"Active, not recruiting",1,0,0,Ulcerative Colitis|Colitis|Ulcerative|IBD,drug or biologic,Early,225,All,Industry&Combos,1,0,0,2018,2018,1589,1,Phase 2,3,NA,2,5.41610040220442,"(5,6]"
896,940,pre-operative trial (pgha vs. pgh) for resectable pancreatic cancer,Terminated,5,1,1,Pancreatic Cancer Resectable,drug or biologic,Early,32,Female,IndustryNIHPartnership,1,0,0,2017,2017,503,1,Phase 2,0,NA,0,3.4657359027997265,"(3,4]"
3396,5079,"study of the safety, pharmacodynamics, efficacy, and pk of timp-glia in subjects with celiac disease",Completed,4,1,1,Celiac Disease,drug or biologic,Early,34,All,Industry&Combos,1,0,0,2018,2018,225,1,Phase 2,4,safety/efficacy,2,3.5263605246161616,"(3,4]"
2615,3514,s1505: combination chemotherapy or gemcitabine hydrochloride and paclitaxel albumin-stabilized nanoparticle formulation before surgery in treating patients with pancreatic cancer that can be removed by surgery,"Active, not recruiting",1,0,0,Pancreatic Adenocarcinoma|Resectable Pancreatic Carcinoma,drug or biologic,Early,112,All,NIH&Combos,1,0,0,2015,2015,1704,1,Phase 2,0,NA,0,4.718498871295094,"(4,5]"
469,485,"ph 2 trial of vitamin c & g-flip (low doses gemcitabine, 5fu, leucovorin, irinotecan, oxaliplatin) for pancreatic cancer",Completed,4,0,0,Pancreatic Cancer,drug or biologic,Early,34,All,AllOther,1,0,0,2013,2014,2010,1,Phase 2,0,NA,0,3.5263605246161616,"(3,4]"
2331,2950,vgx-3100 and electroporation in treating patients with hiv-positive high-grade anal lesions,Recruiting,2,0,0,Anal Intraepithelial Neoplasia|High Grade Squamous Intraepithelial Neoplasia|HIV Positivity|Human Papillomavirus-16 Positive|Human Papillomavirus-18 Positive,drug or biologic,Early,80,All,IndustryNIHPartnership,0,NA,0,2018,2018,1430,0,Phase 2,1,NA,1,4.382026634673881,"(4,5]"
3623,5718,nivolumab and metformin in patients with treatment refractory mss colorectal cancer,"Active, not recruiting",1,0,0,Colorectal Adenocarcinoma|Metastatic Microsatellite Stable Colorectal Carcinoma|Refractory Colorectal Carcinoma|Stage IV Colorectal Cancer|Stage IVA Colorectal Cancer|Stage IVB Colorectal Cancer|Stage IVC Colorectal Cancer|Colorectal Cancer Metastatic,drug or biologic,Early,24,All,Industry&Combos,0,NA,0,2019,2019,1112,0,Phase 2,1,NA,1,3.1780538303479458,"(3,4]"
1558,1697,fecal microbiota transplant (fmt) in melanoma patients,Recruiting,2,0,0,Melanoma,drug or biologic,Early,20,All,Industry&Combos,0,NA,0,2017,2018,2029,0,Phase 2,1,NA,1,2.995732273553991,"(2,3]"
3071,4136,apx005m with concurrent chemoradiation for resectable esophageal and gastroesophageal junction cancers,Recruiting,2,0,0,Esophageal Cancer|GastroEsophageal Cancer,drug or biologic,Early,26,All,Industry&Combos,0,NA,0,2017,2017,1364,0,Phase 2,1,NA,1,3.258096538021482,"(3,4]"
623,650,"napoli-2: fluorouracil, leucovorin, and nanoliposomal irinotecan in biliary cancer",Recruiting,2,0,0,Advanced Biliary Tract Cancer,drug or biologic,Early,44,All,Industry&Combos,0,NA,0,2019,2019,733,0,Phase 2,1,NA,1,3.784189633918261,"(3,4]"
3265,4597,phase 2b study in nash to assess iva337,Completed,4,1,1,Non-Alcoholic Steatohepatitis (NASH),drug or biologic,Early,247,All,Industry&Combos,1,0,0,2017,2017,1108,1,Phase 2,4,NA,2,5.5093883366279774,"(5,6]"
3467,5267,"a study of type-1 polarized dendritic cell ( ±dc1) vaccine in combination with tumor-selective chemokine modulation (interferon- ±2b, rintatolimod, and celecoxib) in subjects with chemo-refractory metastatic colorectal cancer",Withdrawn,7,0,0,Metastatic Colorectal Cancer,drug or biologic,Early,NA,All,AllOther,0,NA,0,2015,2016,822,0,Phase 2,1,NA,1,NA,NA
602,628,olaparib in treating patients with stage iv pancreatic cancer,"Active, not recruiting",1,0,0,Metastatic Pancreatic Adenocarcinoma|Pancreatic Ductal Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v6 and v7,drug or biologic,Early,34,All,IndustryNIHPartnership,0,NA,0,2016,2016,1845,0,Phase 2,1,NA,1,3.5263605246161616,"(3,4]"
3557,5466,study of neratinib +trastuzumab or neratinib + cetuximab in patients with kras/nras/braf/pik3ca wild-type metastatic colorectal cancer by her2 status,Recruiting,2,0,0,Metastatic Colorectal Cancer,drug or biologic,Early,35,All,Industry&Combos,1,1,0,2018,2018,1293,1,Phase 2,0,NA,0,3.5553480614894135,"(3,4]"
2121,2539,treatment of chronic delta hepatitis with lonafarnib and ritonavir,Completed,4,1,1,Hepatitis D,drug or biologic,Early,22,All,NIH&Combos,1,0,0,2015,2015,575,1,Phase 2,3,NA,2,3.091042453358316,"(3,4]"
588,614,"antibiotic ""dysbiosis"" in preterm infants",Completed,4,0,0,"Enterocolitis, Necrotizing|Bacteremia|Bronchopulmonary Dysplasia|Intraventricular Hemorrhage|Periventricular Leukomalacia|Chronic Lung Disease|Ileal Perforation",drug or biologic,Early,186,All,NIH&Combos,3,0,0,2016,2017,968,3,Phase 2,0,NA,0,5.225746673713202,"(5,6]"
1658,1826,vitamin e for nash treatment in hiv infected individuals,Recruiting,2,0,0,"NAFLD|NASH - Nonalcoholic Steatohepatitis|HIV Infections",drug or biologic,Early,56,All,AllOther,1,0,0,2018,2019,1126,1,Phase 2,3,NA,2,4.02535169073515,"(4,5]"
2530,3392,a study of ak002 in patients with eosinophilic gastritis and/or eosinophilic gastroenteritis,Completed,4,0,0,Eosinophilic Gastritis|Eosinophilic Gastroenteritis,drug or biologic,Early,65,All,Industry&Combos,1,0,0,2018,2018,341,1,Phase 2,4,NA,2,4.174387269895637,"(4,5]"
960,1010,gut decontamination in pediatric allogeneic hematopoietic,"Active, not recruiting",1,0,0,Hematopoietic Stem Cell Transplantation (HSCT)|Acute GVH Disease,drug or biologic,Early,24,All,AllOther,1,0,1,2015,2016,2101,1,Phase 2,0,NA,0,3.1780538303479458,"(3,4]"
3786,6584,"a six week efficacy, safety and tolerability study of v565 in crohn's disease",Unknown status,8,0,0,Crohn's Disease,drug or biologic,Early,126,All,Industry&Combos,1,0,0,2016,2016,730,1,Phase 2,2,safety/efficacy,2,4.836281906951478,"(4,5]"
753,789,perioperative ketamine for pain with gastric bypass,Completed,4,1,1,Laparoscopic Gastric Bypass Surgery|Ketamine,drug or biologic,Early,34,All,AllOther,1,0,0,2018,2018,633,1,Phase 2,0,NA,0,3.5263605246161616,"(3,4]"
1550,1689,yf476 in barrett's esophagus,Completed,4,1,1,Barrett's Esophagus,drug or biologic,Early,27,All,Industry&Combos,1,0,0,2015,2013,1658,1,Phase 2,4,NA,2,3.295836866004329,"(3,4]"
2406,3103,"sucralfate to improve oral intake in children with infectious oral ulcers: a randomized, double-blind, placebo-controlled trial",Enrolling by invitation,3,0,0,"Herpangina|Gingivostomatitis|Hand, Foot and Mouth Disease",drug or biologic,Early,100,All,AllOther,1,0,4,2017,2017,627,1,Phase 2,4,NA,2,4.605170185988092,"(4,5]"
3392,5062,a study of efruxifermin in subjects with histologically confirmed nonalcoholic steatohepatitis (nash),"Active, not recruiting",1,0,0,"NASH - Nonalcoholic Steatohepatitis",drug or biologic,Early,110,All,Industry&Combos,1,0,0,2019,2019,624,1,Phase 2,4,NA,2,4.700480365792417,"(4,5]"
695,727,a clinical trial of entinostat in combination with nivolumab for patients with previously treated unresectable or metastatic cholangiocarcinoma and pancreatic adenocarcinoma,"Active, not recruiting",1,0,0,Previously Treated Unresectable or Metastatic Cholangiocarcinoma and Pancreatic Cancer|Cholangiocarcinoma|Pancreatic Cancer|Metastatic Pancreatic Cancer,drug or biologic,Early,44,All,Industry&Combos,1,1,0,2017,2017,1120,1,Phase 2,0,NA,0,3.784189633918261,"(3,4]"
2279,2840,an evaluation of the safety and efficacy of ntz on collagen turnover in nash patients with fibrosis,Completed,4,0,0,"Non-alcoholic Steatohepatitis|Fatty Liver|Fibrosis, Liver|Compensated Cirrhosis",drug or biologic,Early,16,All,AllOther,0,NA,0,2018,2018,711,0,Phase 2,1,safety/efficacy,1,2.772588722239781,"(2,3]"
3681,6043,a study to evaluate the efficacy and safety of tak-906 in adult participants with symptomatic idiopathic or diabetic gastroparesis,"Active, not recruiting",1,0,0,Diabetic Gastroparesis|Idiopathic Gastroparesis,drug or biologic,Early,242,All,Industry&Combos,1,0,0,2018,2018,971,1,Phase 2,4,safety/efficacy,2,5.488937726156687,"(5,6]"
461,476,folfox-6 induction chemotherapy followed by esophagectomy and post-operative chemoradiotherapy in patients with esophageal adenocarcinoma,"Active, not recruiting",1,0,0,Adenocarcinoma of the Esophagus|Adenocarcinoma of the Gastroesophageal Junction|Adenocarcinoma of the Gastric Cardia|Stage IIIA Esophageal Cancer|Stage IIIB Esophageal Cancer|Stage IIIC Esophageal Cancer,drug or biologic,Early,63,All,AllOther,1,1,0,2014,2014,2797,1,Phase 2,0,NA,0,4.143134726391533,"(4,5]"
1112,1178,lipiodol as an imaging biomarker in patients with primary and metastatic liver cancer,Completed,4,1,1,Liver Cancer,drug or biologic,Early,39,All,Industry&Combos,0,NA,4,2013,2013,2497,0,Phase 2,1,NA,1,3.6635616461296463,"(3,4]"
1217,1295,cabozantinib and erlotinib for patients with egfr and c-met co-expressing metastatic pancreatic adenocarcinoma,Terminated,5,1,1,Pancreatic Adenocarcinoma Metastatic,drug or biologic,Early,7,All,Industry&Combos,0,NA,0,2017,2017,549,0,Phase 2,1,NA,1,1.9459101490553132,"(1,2]"
2929,3930,a trial of idn-6556 in post orthotopic liver transplant for chronic hcv,Completed,4,1,1,Liver Fibrosis|Hepatic Fibrosis|Liver Cirrhosis|Hepatic Cirrhosis,drug or biologic,Early,64,All,Industry&Combos,1,0,0,2014,2014,1386,1,Phase 2,4,NA,2,4.1588830833596715,"(4,5]"
4047,7665,"nivolumab in treating patients with primary myelofibrosis, post-essential thrombocythemia myelofibrosis, or post-polycythemia vera myelofibrosis",Terminated,5,1,1,"Hepatomegaly|Myelofibrosis Transformation in Essential Thrombocythemia|Polycythemia Vera, Post-Polycythemic Myelofibrosis Phase|Primary Myelofibrosis|Splenomegaly",drug or biologic,Early,8,All,NIH&Combos,0,NA,0,2015,2015,1065,0,Phase 2,1,NA,1,2.0794415416798357,"(2,3]"
2754,3699,study of durvalumab (medi4736) after chemo-radiation for microsatellite stable stage ii-iv rectal cancer,Recruiting,2,0,0,Rectal Cancer,drug or biologic,Early,47,All,AllOther,0,NA,0,2017,2018,749,0,Phase 2,1,NA,1,3.8501476017100584,"(3,4]"
2337,2960,safety and efficacy of imm 124-e for patients with severe alcoholic hepatitis,Completed,4,1,1,"Hepatitis, Alcoholic",drug or biologic,Early,57,All,IndustryNIHPartnership,1,0,0,2013,2014,1482,1,Phase 2,4,safety/efficacy,2,4.04305126783455,"(4,5]"
3319,4735,nnits-nitazoxanide for norovirus in transplant patients study,Recruiting,2,0,0,Gastroenteritis Norovirus,drug or biologic,Early,160,All,NIH&Combos,1,0,0,2018,2018,1052,1,Phase 2,2,NA,2,5.075173815233827,"(5,6]"
3926,7314,ledipasvir/sofosbuvir fixed-dose combination and vedroprevir with or without ribavirin in treatment-experienced participants with chronic genotype 1 hcv infection and cirrhosis,Completed,4,1,1,Hepatitis C Virus Infection,drug or biologic,Early,47,All,Industry&Combos,1,0,0,2014,2014,215,1,Phase 2,0,NA,0,3.8501476017100584,"(3,4]"
1241,1325,phase 2 rct of alvimopan vs. placebo after crs/hipec,Terminated,5,1,1,Ileus,drug or biologic,Early,84,All,AllOther,1,0,0,2017,2018,782,1,Phase 2,3,NA,2,4.430816798843313,"(4,5]"
2431,3159,simvastatin in preventing liver cancer in patients with liver cirrhosis,Recruiting,2,0,0,Cirrhosis,drug or biologic,Early,80,All,NIH&Combos,1,0,1,2016,2017,1593,1,Phase 2,2,NA,2,4.382026634673881,"(4,5]"
3462,5255,regorafenib plus 5-fluorouracil/leucovorin beyond progression in mcrc,Suspended,6,0,0,Colorectal Cancer,drug or biologic,Early,2,All,AllOther,0,NA,0,2017,2017,970,0,Phase 2,1,NA,1,0.6931471805599453,"(0,1]"
239,242,efficacy and safety of syn-010 in ibs-c,Terminated,5,0,0,Irritable Bowel Syndrome With Constipation,drug or biologic,Early,59,All,Industry&Combos,1,0,0,2018,2018,655,1,Phase 2,4,safety/efficacy,2,4.07753744390572,"(4,5]"
2707,3630,"efficacy and safety of abgn-168h in patients with moderate to severe active, anti-tnf alpha and/or anti-integrin refractory ulcerative colitis",Completed,4,0,0,Ulcerative Colitis,drug or biologic,Early,24,All,Industry&Combos,0,NA,0,2017,2018,727,0,Phase 2,1,safety/efficacy,1,3.1780538303479458,"(3,4]"
4176,9176,ledipasvir/sofosbuvir fixed-dose combination  ± ribavirin in participants with chronic genotype 1 hcv who participated in a prior gilead-sponsored hcv treatment study,Completed,4,1,1,HCV Infection,drug or biologic,Early,100,All,Industry&Combos,1,1,0,2013,2014,488,1,Phase 2,0,NA,0,4.605170185988092,"(4,5]"
2696,3615,effects of intravenous gc4419 on the incidence and severity of esophagitis due to chemoradiotherapy for lung cancer,Recruiting,2,0,0,Esophagitis,drug or biologic,Early,60,All,Industry&Combos,0,NA,0,2020,2019,713,0,Phase 2,1,NA,1,4.0943445622221,"(4,5]"
3839,6902,phase 2 study of ngm282 in patients with primary sclerosing cholangitis,Completed,4,0,0,Primary Sclerosing Cholangitis,drug or biologic,Early,62,All,Industry&Combos,1,0,0,2016,2016,457,1,Phase 2,2,NA,2,4.127134385045092,"(4,5]"
696,728,evaluating the effect of itraconazole on pathologic complete response rates in esophageal cancer,Recruiting,2,0,0,Esophagus Adenocarcinoma|Esophagus Squamous Cell Carcinoma|Gastroesophageal Junction Adenocarcinoma,drug or biologic,Early,78,All,AllOther,0,NA,0,2019,2019,1096,0,Phase 2,1,NA,1,4.356708826689592,"(4,5]"
2727,3653,ph2a study to evaluate iw-3718 in patients with gastroesophageal reflux not completely responsive to proton pump inhibitors,Completed,4,0,0,Gastroesophageal Reflux,drug or biologic,Early,93,All,Industry&Combos,1,0,0,2014,2014,303,1,Phase 2,4,NA,2,4.532599493153256,"(4,5]"
3034,4076,ramucirumab and paclitaxel or folfiri in advanced small bowel cancers,Recruiting,2,0,0,Metastatic Small Intestinal Adenocarcinoma|Stage III Small Intestinal Adenocarcinoma AJCC v8|Stage IIIA Small Intestinal Adenocarcinoma AJCC v8|Stage IIIB Small Intestinal Adenocarcinoma AJCC v8|Stage IV Small Intestinal Adenocarcinoma AJCC v8,drug or biologic,Early,94,All,NIH&Combos,1,0,0,2019,2019,1216,1,Phase 2,0,NA,0,4.543294782270004,"(4,5]"
2999,4023,"a multi-part, double blind study to assess safety, tolerability and efficacy of tropifexor (ljn452) in pbc patients",Completed,4,1,1,Primary Biliary Cholangitis,drug or biologic,Early,61,All,Industry&Combos,1,0,0,2015,2015,1058,1,Phase 2,3,safety/efficacy,2,4.110873864173311,"(4,5]"
3091,4181,"neo: neoadjuvant chemotherapy, excision and observation for early rectal cancer","Active, not recruiting",1,0,0,Rectal Cancer,drug or biologic,Early,58,All,AllOther,0,NA,0,2017,2017,1682,0,Phase 2,1,NA,1,4.060443010546419,"(4,5]"
